establecimientocodigo,establecimientoglosa,regioncodigo,regionglosa,comunacodigo,comunaglosa,serviciosaludcodigo,serviciosaludglosa,tipoestablecimiento,dependenciaadministrativa,nivelatencion,tipourgencia,latitud,longitud,nivelcomplejidad,anio,semanaestadistica,ordencausa,causa,numtotal,nummenor1anio,num1a4anios,num5a14anios,num15a64anios,num65omas,fechaatenciontexto,sexopaciente,prioridadtriage,costoatencionclp
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,39,3,bronquitis/bronquiolitis aguda,83,26,24,11,17,5,2025-09-22,F,C5,132795.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,39,4,crisis asmática,124,6,14,33,59,12,2025-09-22,M,C3,99341.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,39,5,insuficiencia respiratoria aguda,98,3,7,11,36,41,2025-09-22,F,C2,133162.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,39,6,covid-19 sospecha/confirmada,138,6,14,37,65,16,2025-09-22,F,C4,84856.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,39,1,influenza y neumonia,47,2,7,9,15,14,2025-09-22,F,C3,39473.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,39,2,infeccion respiratoria aguda alta,135,8,16,22,73,16,2025-09-22,F,C3,132841.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,39,3,bronquitis/bronquiolitis aguda,85,26,23,16,16,4,2025-09-22,M,C3,137395.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,39,4,crisis asmática,85,2,8,26,41,8,2025-09-22,M,C2,120045.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,39,5,insuficiencia respiratoria aguda,92,0,4,6,37,45,2025-09-22,M,C3,110780.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,39,6,covid-19 sospecha/confirmada,129,2,15,26,63,23,2025-09-22,F,C3,101083.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,39,1,influenza y neumonia,82,4,8,8,38,24,2025-09-22,F,C1,97931.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,39,3,bronquitis/bronquiolitis aguda,161,50,40,25,38,8,2025-09-22,F,C2,25958.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,39,4,crisis asmática,179,10,24,36,87,22,2025-09-22,M,C2,79608.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,39,5,insuficiencia respiratoria aguda,103,3,5,12,33,50,2025-09-22,F,C3,55856.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,39,6,covid-19 sospecha/confirmada,83,7,11,13,40,12,2025-09-22,F,C5,151434.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,40,1,influenza y neumonia,158,17,14,13,67,47,2025-09-29,F,C4,73449.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,40,3,bronquitis/bronquiolitis aguda,188,70,50,30,30,8,2025-09-29,M,C2,80069.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,40,4,crisis asmática,132,9,22,29,52,20,2025-09-29,F,C2,127528.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,40,5,insuficiencia respiratoria aguda,61,0,2,10,18,31,2025-09-29,M,C5,87099.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,40,6,covid-19 sospecha/confirmada,213,14,25,40,97,37,2025-09-29,M,C3,100904.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,40,2,infeccion respiratoria aguda alta,164,7,22,44,69,22,2025-09-29,M,C2,94798.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,40,3,bronquitis/bronquiolitis aguda,195,63,45,30,47,10,2025-09-29,F,C3,104273.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,40,4,crisis asmática,174,8,30,44,69,23,2025-09-29,F,C2,97142.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,40,5,insuficiencia respiratoria aguda,205,6,17,12,53,117,2025-09-29,M,C5,50385.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,40,1,influenza y neumonia,47,2,11,7,14,13,2025-09-29,M,C5,85220.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,40,2,infeccion respiratoria aguda alta,100,5,8,23,48,16,2025-09-29,F,C4,67237.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,40,4,crisis asmática,40,2,9,8,15,6,2025-09-29,F,C2,93694.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,40,5,insuficiencia respiratoria aguda,104,3,3,7,43,48,2025-09-29,F,C4,120465.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,40,6,covid-19 sospecha/confirmada,102,4,9,27,51,11,2025-09-29,F,C2,95664.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,40,1,influenza y neumonia,216,15,20,32,97,52,2025-09-29,F,C2,105736.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,40,2,infeccion respiratoria aguda alta,43,2,5,5,22,9,2025-09-29,M,C2,112911.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,40,3,bronquitis/bronquiolitis aguda,59,16,18,11,11,3,2025-09-29,F,C3,62220.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,40,4,crisis asmática,86,2,14,27,35,8,2025-09-29,M,C4,75687.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,40,5,insuficiencia respiratoria aguda,162,4,10,12,64,72,2025-09-29,M,C3,87734.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,40,6,covid-19 sospecha/confirmada,172,7,23,41,71,30,2025-09-29,F,C4,98097.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,40,1,influenza y neumonia,234,21,25,30,90,68,2025-09-29,F,C5,116725.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,40,2,infeccion respiratoria aguda alta,112,8,12,24,47,21,2025-09-29,M,C4,100248.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,40,3,bronquitis/bronquiolitis aguda,101,34,25,21,17,4,2025-09-29,M,C3,85094.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,40,4,crisis asmática,94,11,7,29,34,13,2025-09-29,F,C4,132650.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,40,5,insuficiencia respiratoria aguda,97,3,3,6,30,55,2025-09-29,M,C3,104447.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,40,6,covid-19 sospecha/confirmada,244,15,29,45,121,34,2025-09-29,M,C3,148447.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,41,2,infeccion respiratoria aguda alta,87,6,13,15,42,11,2025-10-06,M,C3,77748.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,41,3,bronquitis/bronquiolitis aguda,77,24,22,12,12,7,2025-10-06,M,C3,115163.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,41,4,crisis asmática,44,3,5,15,13,8,2025-10-06,M,C2,126437.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,41,5,insuficiencia respiratoria aguda,145,3,7,6,65,64,2025-06-10,M,C4,125332.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,41,6,covid-19 sospecha/confirmada,235,19,23,40,112,41,2025-10-06,F,C3,35870.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,41,1,influenza y neumonia,238,20,22,33,107,56,2025-10-06,F,C4,109658.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,41,2,infeccion respiratoria aguda alta,46,6,6,9,20,5,2025-10-06,F,C4,101393.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,41,3,bronquitis/bronquiolitis aguda,169,56,40,30,32,11,2025-10-06,F,C3,46014.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,41,4,crisis asmática,119,3,15,42,55,4,2025-10-06,M,C3,71635.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,41,5,insuficiencia respiratoria aguda,198,9,5,14,76,94,2025-10-06,M,C5,94537.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,41,6,covid-19 sospecha/confirmada,222,14,23,48,111,26,2025-10-06,F,C2,94459.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,41,1,influenza y neumonia,90,6,9,14,36,25,2025-06-10,F,C3,97119.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,41,2,infeccion respiratoria aguda alta,127,13,12,27,48,27,2025-10-06,M,C2,82269.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,41,3,bronquitis/bronquiolitis aguda,103,34,26,21,17,5,2025-10-06,F,C1,69392.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,41,4,crisis asmática,77,3,10,30,29,5,2025-06-10,M,C1,124154.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,41,5,insuficiencia respiratoria aguda,57,4,1,4,25,23,2025-10-06,F,C4,91147.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,41,6,covid-19 sospecha/confirmada,87,8,9,10,40,20,2025-06-10,F,C4,185135.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,41,1,influenza y neumonia,133,6,23,11,60,33,2025-06-10,F,C2,122227.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,41,2,infeccion respiratoria aguda alta,76,7,10,13,34,12,2025-10-06,F,C5,753226.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,41,3,bronquitis/bronquiolitis aguda,71,17,20,13,15,6,2025-10-06,F,C3,125883.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,41,4,crisis asmática,134,7,21,32,64,10,2025-10-06,M,C5,93319.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,41,5,insuficiencia respiratoria aguda,106,2,4,4,40,56,2025-10-06,F,C4,101465.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,41,6,covid-19 sospecha/confirmada,67,1,7,14,33,12,2025-10-06,F,C3,147833.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,41,1,influenza y neumonia,64,9,9,12,27,7,2025-10-06,F,C3,98881.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,41,2,infeccion respiratoria aguda alta,178,8,23,34,86,27,2025-06-10,M,C5,87491.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,41,3,bronquitis/bronquiolitis aguda,216,67,60,38,42,9,2025-10-06,F,C3,97777.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,41,4,crisis asmática,73,4,9,20,34,6,2025-06-10,M,C1,73902.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,41,5,insuficiencia respiratoria aguda,184,4,10,14,71,85,2025-10-06,F,C3,44536.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,41,6,covid-19 sospecha/confirmada,80,6,13,15,34,12,2025-10-06,F,C4,111946.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,42,1,influenza y neumonia,251,28,18,44,105,56,2025-10-13,M,C4,138978.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,42,2,infeccion respiratoria aguda alta,180,18,20,34,74,34,2025-10-13,F,C3,88159.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,42,3,bronquitis/bronquiolitis aguda,233,65,57,47,52,12,2025-10-13,M,C4,141314.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,42,4,crisis asmática,167,4,23,60,65,15,2025-10-13,F,C4,150696.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,42,5,insuficiencia respiratoria aguda,108,2,8,8,39,51,2025-10-13,F,C1,97341.0
110901,hospital regional de arica dr. juan noe,15,arica y parinacota,15101,arica,1,servicio de salud arica,hospital,servicio de salud,terciario,hospitalaria (ueh),-18.4783,-70.3126,alta complejidad,2025,42,6,covid-19 sospecha/confirmada,159,3,22,29,84,21,2025-10-13,F,C4,98576.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,42,1,influenza y neumonia,86,6,13,11,38,18,2025-10-13,M,C3,82124.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,42,2,infeccion respiratoria aguda alta,129,6,17,23,68,15,2025-10-13,F,C4,87237.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,42,3,bronquitis/bronquiolitis aguda,245,69,61,44,56,15,2025-10-13,M,C3,27770.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,42,4,crisis asmática,179,9,25,54,71,20,2025-10-13,M,C2,110777.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,42,5,insuficiencia respiratoria aguda,158,4,3,10,59,82,2025-10-13,F,C4,72581.0
130215,hospital dr. gustavo fricke,5,valparaiso,5109,vina del mar,5,servicio de salud vina del mar-quillota,hospital,servicio de salud,terciario,hospitalaria (ueh),-33.0245,-71.5518,alta complejidad,2025,42,6,covid-19 sospecha/confirmada,52,3,8,5,29,7,2025-10-13,F,C4,59048.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,42,1,influenza y neumonia,182,9,15,24,83,51,2025-10-13,F,C3,90297.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,42,2,infeccion respiratoria aguda alta,158,11,20,33,65,29,2025-10-13,F,C2,91492.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,42,3,bronquitis/bronquiolitis aguda,145,38,40,27,31,9,2025-10-13,M,C3,78877.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,42,4,crisis asmática,52,4,4,9,27,8,2025-10-13,F,C3,145928.0
131450,sar la reina,13,metropolitana,13115,la reina,9,servicio de salud metropolitano oriente,centro de salud,municipal,primario,ambulatoria (sar),-33.4429,-70.5477,baja complejidad,2025,42,5,insuficiencia respiratoria aguda,110,1,3,7,42,57,2025-10-13,F,C3,85152.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),0.0,-70.7766,baja complejidad,2025,42,1,influenza y neumonia,137,8,12,24,55,38,2025-10-13,M,C3,72152.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,42,2,infeccion respiratoria aguda alta,145,5,20,27,70,23,2025-10-13,F,C4,99327.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,42,3,bronquitis/bronquiolitis aguda,203,55,58,37,43,10,2025-10-13,F,C2,151781.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,42,4,crisis asmática,93,4,5,28,49,7,2025-10-13,F,C2,87767.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,42,5,insuficiencia respiratoria aguda,118,6,0,9,41,62,2025-10-13,F,C4,96809.0
131622,sapu pudahuel sur,13,metropolitana,13126,pudahuel,8,servicio de salud metropolitano occidente,centro de salud,municipal,primario,ambulatoria (sapu),-33.4372,-70.7766,baja complejidad,2025,42,6,covid-19 sospecha/confirmada,131,4,15,31,57,24,2025-10-13,F,C3,96790.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,42,1,influenza y neumonia,232,20,17,39,95,61,2025-10-13,F,C2,114863.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,42,2,infeccion respiratoria aguda alta,82,6,11,14,39,12,2025-10-13,M,C5,123131.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,42,3,bronquitis/bronquiolitis aguda,158,41,36,29,44,8,2025-10-13,M,C2,86012.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,42,4,crisis asmática,170,6,26,42,79,17,2025-10-13,M,C4,94098.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,42,5,insuficiencia respiratoria aguda,135,3,5,12,52,63,2025-10-13,M,C3,91812.0
910333,hospital regional de temuco,9,la araucania,9101,temuco,13,servicio de salud araucania sur,hospital,servicio de salud,terciario,urgencia hospitalaria especializada,-38.7397,-72.5984,alta complejidad,2025,42,6,covid-19 sospecha/confirmada,127,8,12,17,72,18,2025-10-13,F,C4,20786.0
